 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster,Bankrupt?,Index
0.496124409,0.532272133,0.532630226,0.615510457,0.615510457,0.999036221,0.797427504,0.80931049,0.303450324,0.781581904,0.000284119,0.000284051,0.469674476,0.00020102,0.927624253,0.180986895,0.180986895,0.180986895,0.216129337,0.322734668,0.02193082,0.102923215,0.173683814,0.022084358,0.84799556,0.689131926,0.689131926,0.217565733,5840000000.0,0.000421829,0.263345533,0.379270519,0.020832384,0.017499348,0.631345803,0.001988893,0.052695226,0.947304774,0.005974674,0.370222084,0.005365848,0.102814011,0.172656662,0.39734976,0.128935532,0.001373601,0.004605985,0.000123051,0.000344206,0.025645161,0.025592292,0.398385383,0.008811254,0.871083697,0.541451831,0.617882328,0.435846708,0.017615412,0.040913315,0.056174948,0.364785676,0.277087659,0.00865385,0.969266775,0.737996027,0.327985628,0.0,0.932920047,0.002232764,0.049337129,0.000180357,0.000162478,0.594009166,0.000353713,0.671559551,0.185093323,0.969266775,0.327985628,0.110933234,0.622609444,0.449936685,0.607871805,0.312252068,0.014072771,0,0.796762014,0.00120257,0.624002767,0.615505442,0.840086285,0.276221532,0.026813694,0.565263613,1,0.073080889,6,0,3057
0.48452201,0.54535543,0.539429306,0.606220903,0.606220903,0.998975789,0.797414638,0.809347727,0.303554255,0.781622606,0.000195541,0.0001107,0.458540718,0.0,0.0,0.184105179,0.184105179,0.184105179,0.219532949,0.316156186,0.019525992,0.09657194,0.172554041,0.022168951,0.848180795,0.68926399,0.68926399,0.217684915,7780000000.0,0.000482917,0.263758926,0.374017361,0.023795246,0.019562388,0.630612252,0.001385203,0.038788282,0.961211718,0.006638409,0.369637181,0.005365848,0.096568795,0.171382249,0.397652538,0.128935532,0.001113895,0.005680203,0.000163559,0.000474324,0.02483871,0.011377289,0.392505823,0.003042891,0.854042417,0.448455022,0.503312015,0.044626513,0.020452428,0.005848628,0.040100203,0.332810609,0.277072466,0.008977732,0.916964355,0.736855896,0.327398,0.0,0.936672125,0.002267194,0.036632869,0.000164096,0.000150839,0.594005762,4070000000.0,0.671566937,0.128071991,0.916964355,0.327398,0.110933234,0.635317807,0.454650332,0.553890911,0.313745915,0.012305203,0,0.803935837,0.000445872,0.624107638,0.60622134,0.840467929,0.275783766,0.026791157,0.565158396,1,0.098036519,6,0,3058
0.48803198,0.519134322,0.532844371,0.597313308,0.597313308,0.998931997,0.797346851,0.809272733,0.303527185,0.781540922,9630000000.0,0.0,0.468166377,0.0,0.0,0.160591631,0.160591631,0.160591631,0.213198449,0.318702695,0.011661146,0.093640583,0.168562175,0.022490086,0.848115941,0.689573245,0.689573273,0.21761885,6310000000.0,0.000443315,0.264103162,0.377882717,0.034668223,0.0221925,0.630612252,0.001061472,0.030655743,0.969344257,0.005354682,0.369637181,0.005365848,0.093629391,0.167551467,0.398942691,0.12143928,0.000927232,0.006821879,9340000000.0,0.000152056,0.023709677,0.008093063,0.391160308,0.006546955,0.859660257,0.321288399,0.478267146,0.118643208,0.022520539,0.02372898,0.026112013,0.355738979,0.277189061,0.031697393,0.737077357,0.736965415,0.326947206,0.0,0.912199408,0.00215542,0.015623572,0.000150941,0.000103086,0.594008251,0.000105329,0.671588181,0.39748113,0.737077357,0.326947206,0.110933234,0.666076576,0.476600076,0.581165346,0.316984926,0.008384984,0,0.789125118,0.000725014,0.704736299,0.597309581,0.839685973,0.275548945,0.026791157,0.565158396,1,0.121799619,6,0,3076
0.481597036,0.547863061,0.534557524,0.600614019,0.600693293,0.998990464,0.79742861,0.809354627,0.303547971,0.781613904,9220000000.0,1100000000.0,0.494954833,0.00090209,0.0,0.203320551,0.203320551,0.203320551,0.220100217,0.324998232,0.025923741,0.098770458,0.174436996,0.022117497,0.848268378,0.689330325,0.689330325,0.217582444,6290000000.0,0.000448106,0.263915892,0.381161283,0.041692226,0.024162588,0.63073725,0.00079428,0.023551108,0.976448892,0.005488969,0.369637181,0.0070068,0.098791669,0.173493703,0.39725598,0.124437781,0.001195053,0.005292528,0.000100504,0.000199715,0.023870968,0.018418695,0.39377219,0.012244497,0.832252573,0.211325178,0.343724029,0.086979778,0.024914626,0.028903068,0.015526082,0.397057477,0.277211855,0.043644142,0.552502225,0.735598816,0.326622271,0.0,0.942778582,0.002331923,0.016567475,0.000101172,6300000000.0,0.59398254,7480000000.0,0.671593625,0.337189167,0.552502225,0.326622271,0.110933234,0.675005058,0.489392606,0.614093563,0.31783099,0.006931722,0,0.805838186,0.001577341,0.624153659,0.600615843,0.840540347,0.275355001,0.026832516,0.565348179,1,0.153916613,6,0,3098
0.516647979,0.579808112,0.567535735,0.61837876,0.61837876,0.999070538,0.797518117,0.809427668,0.303536853,0.781686466,0.000295914,0.000281674,0.482630029,0.0,0.070857374,0.20951498,0.20951498,0.20951498,0.233714664,0.339569923,0.035482554,0.113345819,0.187843639,0.022129744,0.848147339,0.689654728,0.689657353,0.217634211,7230000000.0,0.000464251,0.264316852,0.399575277,0.018282626,0.014596619,0.630612252,0.002329038,0.059890558,0.940109442,0.005493113,0.369637181,0.005365848,0.113081571,0.186343413,0.397226506,0.145427286,0.001499396,0.00421831,0.000141585,0.000248888,0.028548387,0.023535978,0.400556297,0.012272142,0.854807369,0.49388363,0.566524062,0.312573212,0.015393995,0.028112262,0.058652196,0.397987921,0.277097644,0.007807428,0.897298758,0.737334064,0.328122895,0.0,0.940474019,0.002326944,0.048421597,0.00015774,0.000141812,0.593993402,0.000244409,0.671612537,0.290957112,0.897298758,0.328122895,0.110933234,0.70950825,0.486448648,0.680445202,0.322377775,0.016045,0,0.823446703,0.001820055,0.623929607,0.618378694,0.841643255,0.276467901,0.026791157,0.565158396,1,0.064414179,6,0,3101
0.515526739,0.588366768,0.569463033,0.616079794,0.616079794,0.999200067,0.797683157,0.809575963,0.303554497,0.781852221,0.000129282,0.0,0.447465674,0.000314031,0.057596923,0.178374278,0.178374278,0.178374278,0.232391037,0.305616467,0.014050849,0.110903021,0.18528282,0.022154934,0.848076802,0.689528666,0.689528666,0.217606598,8380000000.0,0.000467096,0.264256242,0.352194404,0.025676675,0.00314166,0.630725606,0.005394906,0.109713698,0.890286302,0.008852028,0.37277642,0.005365848,0.110850554,0.184292286,0.409809183,0.076461769,0.002436773,0.002595883,1030000000.0,0.000830635,0.021290323,0.094017596,0.466938785,0.018783711,0.925824638,0.130818137,0.8356442,0.044487149,0.003916034,0.003806753,0.061670856,0.318398543,0.277530673,0.056510065,0.524702886,0.7434368,0.328768601,0.006680019,0.943808514,0.002738497,0.010206087,0.000496274,7440000000.0,0.594181503,7000000000.0,0.671576722,0.055373307,0.524702886,0.328768601,0.119272711,0.646565223,0.460110671,0.484737014,0.315105754,0.011391955,0,0.826346215,0.00136994,0.623544355,0.616076272,0.842281424,0.278691356,0.026796955,0.565185892,1,0.034371753,6,0,3110
0.504558085,0.553477976,0.548637507,0.61530146,0.615315874,0.999152346,0.79758203,0.809430402,0.303477395,0.781770396,0.000164782,2730000000.0,0.561074625,0.000930093,0.354185646,0.193755004,0.193755004,0.193755004,0.226434717,0.342364009,0.013067744,0.106831691,0.179182044,0.022081181,0.848007218,0.68922472,0.68922472,0.217582222,5470000000.0,0.000437001,0.263396819,0.407669237,0.043478179,0.042593953,0.630633484,0.001156312,0.033074342,0.966925658,0.009827025,0.369637181,0.005577289,0.106364095,0.178055954,0.395967166,0.065967016,0.000675641,0.00936482,0.001192296,0.000729264,0.017258065,0.038849639,0.416759006,0.006799432,0.859277105,0.470261556,0.456313655,0.268085607,0.043064543,0.070305677,0.019800631,0.498905917,0.276982163,0.001411926,0.521047012,0.736993802,0.326766269,0.0,0.950268209,0.002358825,0.018780373,0.000261891,0.000276682,0.594077721,0.000415804,0.671656244,0.049236614,0.521047012,0.326766269,0.110933234,0.712951321,0.508294487,0.751037917,0.321949968,0.006636569,0,0.81011819,0.001446499,0.624610172,0.615300383,0.840782611,0.275617452,0.026795465,0.565178853,1,0.11363535,6,0,3115
0.536830303,0.619548626,0.608704963,0.616814886,0.616814886,0.999079551,0.797475785,0.809411784,0.30344404,0.781677624,0.000261801,0.00013464,0.455376899,0.0,0.0,0.203615524,0.203615524,0.203615524,0.242507327,0.311947372,0.055598409,0.126048367,0.190329141,0.022150715,0.848140786,0.689589172,0.689589172,0.217615233,0.000118695,0.000689614,0.264761328,0.366566074,0.025734085,0.013091915,0.630612252,0.001938737,0.051606857,0.948393143,0.015558096,0.369637181,0.005365848,0.125995408,0.188153231,0.403551338,0.302848576,0.001442586,0.004381407,7470000000.0,0.007934905,0.051290323,0.015337162,0.398012257,0.000340339,0.909763991,0.456416675,0.757937657,0.106788823,0.014956302,0.01008829,0.055815942,0.322928399,0.277251084,0.02816535,0.982256217,0.739911252,0.327965977,0.0,0.948482963,0.002316825,0.081877718,0.000117107,7070000000.0,0.593983587,479000000.0,0.671567668,0.021587745,0.982256217,0.327965977,0.110933234,0.629574963,0.45301715,0.53333843,0.313052137,0.011366245,0,0.837597588,0.000260244,0.623845737,0.616815133,0.842386426,0.276185119,0.026791157,0.565158396,1,0.074602665,6,0,3116
0.512650514,0.557402966,0.561486161,0.610429669,0.610429669,0.999071,0.797498472,0.80938913,0.303501806,0.781672852,0.000167904,4600000000.0,0.476731839,0.002456246,0.26460168,0.175972357,0.175972357,0.175972357,0.222085658,0.32386645,0.015880938,0.103330348,0.176696543,0.022103479,0.848109482,0.689774298,0.689774298,0.217623588,7140000000.0,0.000454469,0.264200294,0.384905555,0.031598653,0.021795737,0.631077314,0.002711132,0.067509145,0.932490855,0.005598702,0.37014268,0.005365848,0.103351409,0.175725813,0.399897913,0.104947526,0.000982013,0.006435912,4680000000.0,0.000212576,0.023225806,0.007652424,0.394744578,0.004933577,0.891502202,0.464759509,0.633152442,0.102055181,0.022371319,0.014115034,0.03797295,0.364727973,0.277157668,0.024161772,0.514851677,0.739483086,0.327479183,0.001731842,0.941609955,0.002321672,0.025139262,0.000252675,0.000188369,0.594062524,0.000110754,0.671581873,0.259175572,0.514851677,0.327479183,0.112274901,0.654344603,0.463440563,0.618978453,0.315949802,0.009220988,0,0.809447386,0.000719278,0.624561787,0.610430081,0.840853181,0.276745393,0.026909172,0.565664588,1,0.057130069,6,0,3123
0.518597962,0.577682076,0.577065153,0.601478834,0.601478834,0.999025128,0.797464579,0.809397592,0.303538303,0.78166822,7010000000.0,1820000000.0,0.474807713,0.0,0.0,0.186254267,0.186254267,0.186254267,0.225678359,0.321284572,0.024229774,0.102516082,0.177299089,0.022176584,0.848166149,0.690114339,0.690114339,0.217650358,0.0001106,0.000615475,0.264613687,0.382670169,0.053650379,0.048240957,0.630613279,0.000771483,0.022916226,0.977083774,0.008909981,0.369637181,0.005365848,0.102472031,0.176329085,0.395709939,0.184407796,0.00188084,0.003362694,0.000602071,0.001059097,0.031290323,0.011409603,0.394382759,0.001168893,0.926169758,0.714126648,0.718405204,0.246692528,0.051235259,0.050922753,0.025285149,0.377793071,0.277001611,0.006573725,0.92041503,0.739814695,0.326901368,0.0,0.932937858,0.002495584,0.01448579,0.000185469,0.000190387,0.594036397,0.000176972,0.671589564,0.062304641,0.92041503,0.326901368,0.110933234,0.67406917,0.489183519,0.596435846,0.317728519,0.005328082,0,0.818479766,0.001154376,0.626569401,0.601480231,0.841177052,0.275338417,0.02679156,0.565160316,1,0.157542668,6,0,3132
0.491785697,0.542629743,0.538412121,0.604109313,0.604109313,0.999022702,0.797453512,0.809351763,0.303524043,0.781641694,0.000114596,1830000000.0,0.453256503,0.000667067,0.353983197,0.172854073,0.172854073,0.172854073,0.218114777,0.314564618,0.01070829,0.098281899,0.172779995,0.022164037,0.848864057,0.689863312,0.689863312,0.21777026,6100000000.0,0.000454494,0.264376685,0.370561827,0.024225821,0.017244821,0.631417035,0.001533846,0.042355715,0.957644285,0.006862574,0.370291422,0.005718046,0.098278698,0.171781917,0.398185747,0.077961019,0.000730423,0.008649244,0.000128019,0.00038657,0.019193548,0.009362102,0.393873951,0.003313664,0.855029004,0.447586204,0.505028877,0.061246675,0.020710931,0.008142986,0.039521332,0.320247807,0.277074891,0.009422767,0.833294051,0.736972852,0.32739742,0.00016335,0.933241552,0.002278808,0.020560397,0.000253478,0.000229637,0.594052117,8330000000.0,0.671562612,0.113462551,0.833294051,0.32739742,0.111024498,0.633721169,0.454108046,0.534538773,0.313559954,0.012083656,0,0.801827477,0.00049438,0.625065929,0.604104443,0.840359444,0.275891755,0.026987149,0.565946722,1,0.09020325,6,0,3138
0.494418174,0.5539686,0.544086943,0.607712708,0.607712708,0.999023626,0.797516872,0.80941543,0.303633049,0.78170022,0.000171605,4350000000.0,0.465628276,0.002747275,0.158720518,0.188614049,0.188614049,0.188614049,0.22331474,0.320471104,0.014731461,0.099503298,0.177148452,0.022104854,0.848021135,0.689479181,0.689479181,0.217611918,6620000000.0,0.000443464,0.26404566,0.377342498,0.023231129,0.015285338,0.630641704,0.002555194,0.064455664,0.935544336,0.005973589,0.369683034,0.005615068,0.099508199,0.176215972,0.399636667,0.076461769,0.000714192,0.008866137,3610000000.0,0.000218628,0.019354839,0.007922683,0.39359128,0.004622643,0.879572596,0.438504973,0.634467158,0.158174739,0.015503798,0.016105776,0.051750672,0.350092243,0.277202688,0.020293542,0.737036639,0.738752521,0.327927951,0.0,0.943980844,0.002370256,0.016303555,0.000341678,0.00023901,0.594094668,0.000228235,0.671590729,0.176362724,0.737036639,0.327927951,0.110933234,0.659454792,0.46557138,0.584989957,0.316543124,0.012607394,0,0.80934058,0.005110129,0.624315146,0.607708682,0.840836255,0.276632533,0.026798888,0.565194995,1,0.059842664,6,0,3139
0.513723005,0.562091147,0.569998394,0.597349342,0.597349342,0.998984224,0.79741284,0.80933666,0.303533469,0.781597203,4480000000.0,713000000.0,0.484851077,0.000486049,0.033302966,0.168513758,0.168513758,0.168513758,0.221045665,0.3258117,0.045358985,0.100236137,0.175265497,0.062930178,0.848231227,0.689953566,0.689953566,0.217657734,6210000000.0,0.000462904,0.265015425,0.392561753,0.023309132,0.010799926,0.630649238,0.00135055,0.037941772,0.962058228,0.005317835,0.369637181,0.005365848,0.100192161,0.174315662,0.399656763,0.373313343,0.003240238,0.001952036,0.000154196,0.000503071,0.057741935,0.024220437,0.393840031,0.006544794,0.858011766,0.289258713,0.526707861,0.105166438,0.012404884,0.012912851,0.042834057,0.411099902,0.277293296,0.028492228,1.0,0.737028458,0.32747694,0.0,0.933604327,0.002374918,0.021830818,4400000000.0,2320000000.0,0.593944378,3020000000.0,0.67158056,0.410331375,1.0,0.32747694,0.110933234,0.680133368,0.482335198,0.658306472,0.318562568,0.012564782,0,0.814477239,0.000761962,0.624354521,0.597347076,0.841029116,0.275758351,0.026802243,0.565210708,1,0.100108382,6,0,3144
0.526592892,0.588148713,0.569944858,0.604649822,0.60454172,0.999058983,0.79751203,0.809404753,0.303550388,0.781669905,8530000000.0,469000000.0,0.46961744,0.0,0.214394169,0.180017698,0.180017698,0.180017698,0.230878321,0.323548136,0.034907815,0.111228727,0.187316412,0.022086207,0.848026805,0.689340481,0.689340481,0.217586609,6580000000.0,0.000462355,0.263709195,0.376187549,0.023829567,0.022509411,0.630612252,0.002458531,0.062520785,0.937479215,0.010448713,0.369637181,0.005365848,0.111192535,0.185559158,0.397765074,0.209895052,0.001302588,0.00485618,0.000639139,0.002774077,0.038548387,0.044151991,0.406413243,0.002060378,0.907411488,0.773761046,0.765865583,0.566713694,0.023198236,0.049112506,0.060887592,0.362802977,0.276996352,0.001980639,0.894549044,0.740158909,0.328219793,0.0,0.942229419,0.002506999,0.020578877,0.000140349,0.000147891,0.593993709,0.000295761,0.671597019,0.039016632,0.894549044,0.328219793,0.110933234,0.704213628,0.483303954,0.611157456,0.321836979,0.01228714,0,0.829331121,0.000515175,0.624509039,0.604650201,0.84200805,0.276561838,0.026791157,0.565158396,1,0.061707673,6,0,3149
0.480232048,0.551188399,0.538626265,0.63127171,0.63127171,0.999066378,0.797426397,0.809369991,0.303385307,0.781632431,0.000506835,0.000219872,0.483180259,870000000.0,0.0,0.17791075,0.17791075,0.17791075,0.220383852,0.328888732,0.019525992,0.104796026,0.173231905,0.022066548,0.84798402,0.689244542,0.689244542,0.217575558,6050000000.0,0.000437226,0.263602738,0.388416974,0.025048284,0.017400781,0.630625608,0.002702013,0.06732775,0.93267225,0.00555482,0.369637181,0.005365848,0.104800756,0.172211749,0.397249281,0.115442279,0.002564597,0.002466089,3730000000.0,0.000236784,0.025322581,0.008436761,0.394902874,0.004627116,0.875843952,0.453162325,0.600235685,0.346589494,0.018251122,0.040158441,0.045419838,0.38157893,0.277156632,0.01789245,0.619378766,0.738637125,0.327733065,0.0,0.938160572,0.002255699,0.081434736,0.000199337,0.000153411,0.594025594,0.00031755,0.671607593,0.261151256,0.619378766,0.327733065,0.110933234,0.692768535,0.477510066,0.65683519,0.320602087,0.011681943,0,0.80823002,0.000306946,0.623864095,0.631271435,0.840779279,0.276738455,0.026797088,0.565186522,1,0.057288242,6,0,3150
0.479257057,0.5611099,0.534985813,0.600772568,0.600772568,0.998993584,0.797450468,0.809377412,0.303579875,0.781612361,9030000000.0,6520000000.0,0.455066556,940000000.0,0.0,0.184020901,0.184020901,0.184020901,0.219816583,0.312548631,0.025167506,0.099096165,0.176319952,0.022436576,0.848257038,0.69134403,0.69134403,0.217673049,8170000000.0,0.000461606,0.264557739,0.367087664,0.021865766,0.012940946,0.630615676,0.002410199,0.061553345,0.938446655,0.014545112,0.369789279,0.005365848,0.099044083,0.175341226,0.403808564,0.154422789,0.000766944,0.008242783,6960000000.0,0.001034889,0.028709677,0.047917982,0.397198164,0.001958341,0.89827493,0.492402919,0.744081824,0.056284157,0.013964653,0.004610666,0.064441588,0.322401316,0.277227686,0.020742139,0.961398761,0.739647113,0.328330098,0.000275536,0.936586598,0.002399195,0.016386604,0.000208986,0.000139848,0.59402515,4360000000.0,0.67158349,0.023037403,0.961398761,0.328330098,0.111177381,0.661636037,0.466716664,0.526700395,0.316776531,0.013402649,0,0.812185951,0.00105295,0.624313428,0.60077029,0.840993498,0.276527178,0.026792276,0.565163729,1,0.062674221,6,0,3169
0.525130405,0.594472307,0.590235023,0.624908113,0.624908113,0.999231842,0.797723414,0.809698999,0.303558364,0.781997344,0.000239252,6180000000.0,0.471063469,480000000.0,0.0,0.196325481,0.196325481,0.196325481,0.231729224,0.322098041,0.008999198,0.106587411,0.183023273,0.022089304,0.848019876,0.689425427,0.689425427,0.21759734,0.00011171,0.000589722,0.26406664,0.375302709,0.03079616,0.021652878,0.630615334,0.000941099,0.027481331,0.972518669,0.005304432,0.370001767,0.005365848,0.106543228,0.180076917,0.397562776,0.058470765,0.000598541,0.010576517,336000000.0,7040000000.0,0.015806452,0.003727803,0.395298614,0.008546563,0.861852105,0.389128864,0.501767455,0.176449935,0.023048951,0.029933456,0.030870661,0.368561543,0.277133734,0.020341538,0.95996123,0.737006586,0.327076939,0.0,0.944648396,0.00262736,0.013088614,0.00043385,0.000341182,0.594161108,0.000403928,0.671571091,0.436512909,0.95996123,0.327076939,0.110933234,0.64224737,0.458713824,0.592524177,0.314495795,0.009466842,0,0.826408509,0.001222639,0.624748941,0.6249092,0.841603126,0.275461489,0.026792335,0.56516401,1,0.134305625,6,0,3174
0.528542875,0.584223724,0.577065153,0.624720737,0.624720737,0.999139866,0.797637781,0.809531305,0.303600903,0.78177587,0.000328061,0.000145336,0.488615452,0.00030403,0.075716166,0.176899414,0.176899414,0.176899414,0.225772903,0.325917804,0.012069513,0.105284586,0.181140318,0.022075208,0.848010865,0.689345848,0.689345848,0.217586997,634000000.0,0.000463103,0.263734838,0.389357699,0.025813336,0.024306071,0.630614307,0.00115996,0.033195272,0.966804728,0.00548566,0.369637181,0.005365848,0.105264872,0.180159867,0.395813098,0.085457271,0.000637091,0.009919861,0.000795437,0.000134657,0.019677419,0.020718828,0.404310169,0.019641871,0.84230252,0.443321265,0.43357267,0.261332961,0.02542427,0.042993204,0.031847755,0.409360531,0.276988097,0.001355068,0.837854227,0.736202787,0.327125768,0.0,0.942189989,0.002379797,0.035949015,0.000199872,0.000210855,0.594026936,0.000330826,0.671602225,0.326736755,0.837854227,0.327125768,0.110933234,0.673515066,0.48062406,0.645746746,0.317792796,0.011330721,0,0.827487488,0.001190577,0.624135299,0.624716082,0.841693318,0.275620587,0.026791736,0.565161159,1,0.113290182,6,0,3178
0.541315263,0.598833406,0.588521869,0.608289252,0.608289252,0.999076893,0.797519085,0.809416341,0.303525493,0.781682536,0.000127547,6840000000.0,0.469006819,0.000390039,0.165502581,0.202688467,0.202688467,0.202688467,0.240994611,0.327014218,0.050471135,0.122547024,0.197183099,0.022092844,0.848044087,0.689445134,0.689445134,0.217598671,7330000000.0,0.000539364,0.264067417,0.379438173,0.019145026,0.010138031,0.630714648,0.002796852,0.0691417,0.9308583,0.005591778,0.369637181,0.005365848,0.122526748,0.194268909,0.403913063,0.217391304,0.000906942,0.006969605,8220000000.0,0.000432717,0.042903226,0.016600326,0.398362769,0.004960217,0.882455588,0.424929841,0.702581125,0.092750092,0.011184409,0.007055373,0.069433333,0.361912024,0.277282041,0.020897667,0.927961809,0.739048367,0.328574268,0.0,0.945040122,0.002440488,0.03008978,0.00012856,7810000000.0,0.593981553,4870000000.0,0.671583589,0.248153432,0.927961809,0.328574268,0.110933234,0.670737313,0.469196211,0.61371212,0.31796088,0.015319775,0,0.833039565,0.000916306,0.623940148,0.608285504,0.842289961,0.276807759,0.026818216,0.565284201,1,0.055754615,6,0,3181
0.543021499,0.600468818,0.600621018,0.61125845,0.61125845,0.999074582,0.797494322,0.809419856,0.303487063,0.781688852,0.000177618,9320000000.0,0.467426587,0.0,0.0,0.179638448,0.179638448,0.179638448,0.235038291,0.323265191,0.037161396,0.114892924,0.185207502,0.02208902,0.848023606,0.689344463,0.689344463,0.217587027,7180000000.0,0.000494421,0.263703756,0.386041876,0.019248614,0.014220443,0.630612594,0.003093225,0.07461378,0.92538622,0.006193249,0.369637181,0.005365848,0.114921752,0.184269663,0.404085887,0.220389805,0.00071622,0.008825149,0.000124389,0.000798105,0.042419355,0.015748425,0.397910495,0.002661386,0.901848296,0.645651197,0.804806204,0.220688024,0.014900144,0.014751664,0.079081276,0.358499965,0.277143684,0.011575104,0.9837745,0.740297805,0.328974575,0.0,0.924942018,0.00237113,0.047382324,0.000145544,0.000119915,0.593989667,0.000113314,0.671575805,0.143606083,0.9837745,0.328974575,0.110933234,0.651767918,0.462209435,0.60889934,0.315671682,0.015237127,0,0.835114144,0.000284168,0.624037473,0.611260326,0.842474102,0.277022264,0.026791311,0.565159133,1,0.051583338,6,0,3183
0.508165554,0.569123419,0.554794154,0.62779083,0.62779083,0.999195214,0.797781517,0.809621662,0.303736254,0.781870186,0.000322163,2650000000.0,0.473440527,0.0,0.168539326,0.174286798,0.174286798,0.174286798,0.222180202,0.320577209,0.005671764,0.101376109,0.178052271,0.022110385,0.848054133,0.689571513,0.689571513,0.217599796,6440000000.0,0.000448655,0.264171543,0.37884207,0.049752731,0.048615261,0.630612252,0.00088456,0.025969707,0.974030293,0.005901287,0.369637181,0.005365848,0.101258814,0.176985144,0.394729262,0.043478261,0.00089071,0.007100253,0.018680255,0.000104397,0.014193548,0.008539577,0.398611519,0.010620914,0.930473402,0.776254574,0.743820526,0.661956964,0.04987494,0.122479237,0.028264321,0.37411357,0.276974974,255000000.0,0.923313069,0.740099553,0.32699619,0.0,0.938819857,0.002475509,0.015647596,0.000705245,0.00074429,0.594347792,0.001647537,0.671552378,0.21796484,0.923313069,0.32699619,0.110933234,0.632574629,0.450332845,0.596501391,0.31350283,0.005766665,0,0.818446944,0.002396762,0.625248644,0.627791714,0.841188198,0.275420386,0.026791157,0.565158396,1,0.141205485,6,0,3193
0.5314191,0.579535543,0.577493442,0.611114314,0.611099901,0.999086599,0.797603334,0.809490944,0.303652143,0.781754256,0.000162932,0.000115794,0.478238259,370000000.0,0.125316328,0.193881421,0.193881421,0.193881421,0.229554694,0.325564123,0.017892524,0.105691719,0.184303683,0.022102373,0.8480191,0.689380877,0.689380877,0.21759082,673000000.0,0.000447582,0.263911229,0.380844603,0.020180904,0.012425654,0.630613622,0.001441742,0.040148744,0.959851256,0.005428819,0.369778095,0.006252437,0.105688277,0.183349672,0.398130819,0.094452774,0.000764915,0.008259008,7870000000.0,0.000145248,0.020645161,0.010275693,0.396248389,0.009506609,0.825161579,0.278572773,0.385203712,0.007104162,0.014138869,0.001029715,0.036212184,0.381372844,0.277192203,0.015945182,0.801654676,0.735496206,0.327285479,0.000562562,0.941087384,0.002504564,0.017478895,0.000161091,0.000119129,0.593998699,828000000.0,0.671562335,0.346260237,0.801654676,0.327285479,0.111171927,0.631870901,0.452762132,0.621585128,0.313368119,0.014529923,0,0.824053644,0.002711342,0.624259607,0.611112381,0.841553149,0.275824664,0.026791501,0.565160038,1,0.0948958,6,0,3194
